city,date,temperature,feels_like,humidity,weather,wind_speed
Rabat,2025-01-27 15:00:00,20.37,20.24,68,scattered clouds,7.37
Rabat,2025-01-27 18:00:00,19.77,19.73,74,light rain,7.34
Rabat,2025-01-27 21:00:00,18.64,18.7,82,light rain,5.93
Rabat,2025-01-28 00:00:00,16.95,16.97,87,light rain,2.67
Rabat,2025-01-28 03:00:00,16.28,15.97,77,light rain,2.1
Rabat,2025-01-28 06:00:00,15.65,15.28,77,overcast clouds,2.64
Rabat,2025-01-28 09:00:00,16.17,15.7,71,clear sky,2.31
Rabat,2025-01-28 12:00:00,17.09,16.42,60,clear sky,3.63
Rabat,2025-01-28 15:00:00,17.13,16.44,59,clear sky,3.49
Rabat,2025-01-28 18:00:00,15.64,15.22,75,clear sky,3.22
Rabat,2025-01-28 21:00:00,14.17,13.81,83,few clouds,4.26
Rabat,2025-01-29 00:00:00,12.74,12.26,84,clear sky,3.15
Rabat,2025-01-29 03:00:00,12.12,11.55,83,clear sky,3.04
Rabat,2025-01-29 06:00:00,11.8,11.23,84,few clouds,2.74
Rabat,2025-01-29 09:00:00,12.74,12.13,79,overcast clouds,0.85
Rabat,2025-01-29 12:00:00,14.72,14.08,70,broken clouds,2.32
Rabat,2025-01-29 15:00:00,15.89,15.15,62,broken clouds,5.16
Rabat,2025-01-29 18:00:00,15.0,14.33,68,broken clouds,5.38
Rabat,2025-01-29 21:00:00,15.21,14.72,74,overcast clouds,6.46
Rabat,2025-01-30 00:00:00,15.38,14.78,69,moderate rain,9.0
Rabat,2025-01-30 03:00:00,15.1,14.13,56,light rain,7.98
Rabat,2025-01-30 06:00:00,14.46,13.63,64,light rain,8.17
Rabat,2025-01-30 09:00:00,13.89,13.21,72,moderate rain,9.41
Rabat,2025-01-30 12:00:00,14.84,14.05,64,light rain,10.12
Rabat,2025-01-30 15:00:00,15.11,14.19,58,light rain,7.91
Rabat,2025-01-30 18:00:00,14.61,13.67,59,light rain,9.2
Rabat,2025-01-30 21:00:00,14.44,13.48,59,light rain,6.57
Rabat,2025-01-31 00:00:00,14.02,13.2,66,light rain,5.41
Rabat,2025-01-31 03:00:00,13.71,12.89,67,light rain,5.4
Rabat,2025-01-31 06:00:00,13.18,12.28,66,light rain,4.15
Rabat,2025-01-31 09:00:00,13.65,12.87,69,light rain,3.84
Rabat,2025-01-31 12:00:00,14.9,14.01,60,light rain,4.98
Rabat,2025-01-31 15:00:00,14.97,14.04,58,few clouds,6.23
Rabat,2025-01-31 18:00:00,13.24,12.34,66,few clouds,5.02
Rabat,2025-01-31 21:00:00,12.65,11.77,69,clear sky,3.21
Rabat,2025-02-01 00:00:00,11.14,10.24,74,clear sky,2.78
Rabat,2025-02-01 03:00:00,10.63,9.65,73,clear sky,2.52
Rabat,2025-02-01 06:00:00,10.17,9.12,72,clear sky,2.03
Rabat,2025-02-01 09:00:00,11.6,10.49,64,clear sky,1.81
Rabat,2025-02-01 12:00:00,14.27,13.19,55,clear sky,2.13
Casablanca,2025-01-27 15:00:00,20.78,20.58,64,scattered clouds,5.71
Casablanca,2025-01-27 18:00:00,19.94,19.84,71,light rain,4.23
Casablanca,2025-01-27 21:00:00,18.53,18.58,82,light rain,2.96
Casablanca,2025-01-28 00:00:00,15.8,15.92,95,broken clouds,1.67
Casablanca,2025-01-28 03:00:00,15.59,15.45,86,overcast clouds,2.26
Casablanca,2025-01-28 06:00:00,15.45,15.11,79,overcast clouds,2.34
Casablanca,2025-01-28 09:00:00,15.75,15.31,74,overcast clouds,1.51
Casablanca,2025-01-28 12:00:00,17.92,17.15,53,scattered clouds,3.75
Casablanca,2025-01-28 15:00:00,17.74,16.9,51,clear sky,3.59
Casablanca,2025-01-28 18:00:00,14.84,14.21,70,clear sky,2.11
Casablanca,2025-01-28 21:00:00,13.73,13.33,83,clear sky,3.0
Casablanca,2025-01-29 00:00:00,12.43,12.05,89,clear sky,2.39
Casablanca,2025-01-29 03:00:00,11.38,10.98,92,clear sky,2.18
Casablanca,2025-01-29 06:00:00,10.91,10.43,91,clear sky,2.17
Casablanca,2025-01-29 09:00:00,12.78,12.23,81,broken clouds,1.14
Casablanca,2025-01-29 12:00:00,16.54,15.87,62,scattered clouds,3.34
Casablanca,2025-01-29 15:00:00,16.25,15.5,60,overcast clouds,4.12
Casablanca,2025-01-29 18:00:00,14.07,13.36,70,overcast clouds,3.08
Casablanca,2025-01-29 21:00:00,13.77,13.19,76,overcast clouds,3.79
Casablanca,2025-01-30 00:00:00,14.02,13.64,83,light rain,4.96
Casablanca,2025-01-30 03:00:00,12.67,11.82,70,light rain,4.36
Casablanca,2025-01-30 06:00:00,12.93,12.03,67,light rain,4.59
Casablanca,2025-01-30 09:00:00,13.39,12.74,75,light rain,7.05
Casablanca,2025-01-30 12:00:00,14.75,14.0,66,light rain,7.59
Casablanca,2025-01-30 15:00:00,15.56,14.48,50,light rain,6.0
Casablanca,2025-01-30 18:00:00,13.56,12.56,61,light rain,5.46
Casablanca,2025-01-30 21:00:00,13.89,12.85,58,light rain,5.3
Casablanca,2025-01-31 00:00:00,13.31,12.32,62,light rain,4.04
Casablanca,2025-01-31 03:00:00,12.79,11.87,67,light rain,3.07
Casablanca,2025-01-31 06:00:00,12.0,11.01,67,light rain,2.57
Casablanca,2025-01-31 09:00:00,13.11,12.17,65,overcast clouds,2.01
Casablanca,2025-01-31 12:00:00,14.02,13.04,60,light rain,2.44
Casablanca,2025-01-31 15:00:00,15.14,14.15,55,light rain,4.63
Casablanca,2025-01-31 18:00:00,13.0,12.0,63,scattered clouds,4.39
Casablanca,2025-01-31 21:00:00,11.46,10.54,72,clear sky,2.93
Casablanca,2025-02-01 00:00:00,9.92,8.83,77,clear sky,2.36
Casablanca,2025-02-01 03:00:00,8.97,8.09,80,clear sky,1.89
Casablanca,2025-02-01 06:00:00,8.2,7.21,78,clear sky,1.87
Casablanca,2025-02-01 09:00:00,10.59,9.4,65,clear sky,1.62
Casablanca,2025-02-01 12:00:00,15.35,14.17,47,clear sky,2.32
Marrakech,2025-01-27 15:00:00,23.98,23.09,25,scattered clouds,5.44
Marrakech,2025-01-27 18:00:00,22.56,21.68,31,scattered clouds,4.85
Marrakech,2025-01-27 21:00:00,18.15,17.67,63,broken clouds,1.3
Marrakech,2025-01-28 00:00:00,13.62,13.49,94,scattered clouds,1.14
Marrakech,2025-01-28 03:00:00,13.01,12.82,94,broken clouds,0.96
Marrakech,2025-01-28 06:00:00,11.96,11.64,93,broken clouds,1.23
Marrakech,2025-01-28 09:00:00,14.64,14.3,82,scattered clouds,1.77
Marrakech,2025-01-28 12:00:00,19.39,18.87,57,broken clouds,3.58
Marrakech,2025-01-28 15:00:00,21.44,20.76,43,clear sky,6.17
Marrakech,2025-01-28 18:00:00,18.46,17.59,47,few clouds,5.99
Marrakech,2025-01-28 21:00:00,14.8,13.59,48,clear sky,4.93
Marrakech,2025-01-29 00:00:00,11.97,10.71,57,clear sky,3.03
Marrakech,2025-01-29 03:00:00,10.34,9.07,63,clear sky,2.09
Marrakech,2025-01-29 06:00:00,9.37,9.37,72,clear sky,1.27
Marrakech,2025-01-29 09:00:00,13.01,11.72,52,clear sky,2.07
Marrakech,2025-01-29 12:00:00,19.48,18.29,31,clear sky,4.27
Marrakech,2025-01-29 15:00:00,21.41,20.15,21,clear sky,3.8
Marrakech,2025-01-29 18:00:00,17.63,16.28,32,scattered clouds,4.77
Marrakech,2025-01-29 21:00:00,12.53,11.51,64,broken clouds,1.63
Marrakech,2025-01-30 00:00:00,10.6,9.78,79,scattered clouds,2.87
Marrakech,2025-01-30 03:00:00,10.0,9.25,79,clear sky,1.93
Marrakech,2025-01-30 06:00:00,10.88,9.93,73,scattered clouds,2.39
Marrakech,2025-01-30 09:00:00,11.47,10.5,70,broken clouds,3.75
Marrakech,2025-01-30 12:00:00,14.24,12.87,44,light rain,2.73
Marrakech,2025-01-30 15:00:00,15.67,14.23,36,scattered clouds,4.02
Marrakech,2025-01-30 18:00:00,13.65,12.3,47,broken clouds,4.36
Marrakech,2025-01-30 21:00:00,11.59,10.06,48,broken clouds,4.46
Marrakech,2025-01-31 00:00:00,9.81,8.0,53,broken clouds,3.53
Marrakech,2025-01-31 03:00:00,8.36,6.66,55,clear sky,2.82
Marrakech,2025-01-31 06:00:00,7.16,5.4,57,clear sky,2.58
Marrakech,2025-01-31 09:00:00,9.76,9.09,46,scattered clouds,1.79
Marrakech,2025-01-31 12:00:00,13.8,12.15,35,scattered clouds,3.1
Marrakech,2025-01-31 15:00:00,16.0,14.41,29,scattered clouds,4.91
Marrakech,2025-01-31 18:00:00,13.12,11.51,39,few clouds,6.92
Marrakech,2025-01-31 21:00:00,10.15,8.58,52,clear sky,4.99
Marrakech,2025-02-01 00:00:00,8.19,5.38,69,clear sky,4.87
Marrakech,2025-02-01 03:00:00,6.66,4.9,75,clear sky,2.46
Marrakech,2025-02-01 06:00:00,5.8,3.99,81,clear sky,2.33
Marrakech,2025-02-01 09:00:00,8.63,7.37,61,clear sky,2.27
Marrakech,2025-02-01 12:00:00,14.93,13.26,30,clear sky,3.57
Fès,2025-01-27 15:00:00,22.08,21.07,28,broken clouds,7.46
Fès,2025-01-27 18:00:00,20.25,19.51,45,broken clouds,5.23
Fès,2025-01-27 21:00:00,17.41,17.01,69,light rain,4.6
Fès,2025-01-28 00:00:00,14.76,14.67,91,light rain,4.2
Fès,2025-01-28 03:00:00,13.67,13.52,93,light rain,2.16
Fès,2025-01-28 06:00:00,12.97,12.72,92,light rain,2.53
Fès,2025-01-28 09:00:00,13.02,12.68,88,light rain,2.6
Fès,2025-01-28 12:00:00,15.72,15.1,67,light rain,5.77
Fès,2025-01-28 15:00:00,16.95,15.82,43,few clouds,6.12
Fès,2025-01-28 18:00:00,12.83,11.87,65,few clouds,2.91
Fès,2025-01-28 21:00:00,10.48,9.86,87,clear sky,2.0
Fès,2025-01-29 00:00:00,9.47,9.47,87,few clouds,0.99
Fès,2025-01-29 03:00:00,8.5,8.5,89,clear sky,0.47
Fès,2025-01-29 06:00:00,7.99,7.99,83,clear sky,1.17
Fès,2025-01-29 09:00:00,10.56,9.5,70,overcast clouds,1.09
Fès,2025-01-29 12:00:00,14.86,13.81,54,overcast clouds,3.17
Fès,2025-01-29 15:00:00,16.54,15.48,47,overcast clouds,5.67
Fès,2025-01-29 18:00:00,12.5,11.42,62,overcast clouds,3.35
Fès,2025-01-29 21:00:00,9.82,7.86,79,overcast clouds,3.84
Fès,2025-01-30 00:00:00,11.41,10.28,64,light rain,8.49
Fès,2025-01-30 03:00:00,9.13,6.23,88,moderate rain,5.72
Fès,2025-01-30 06:00:00,8.36,5.07,86,light rain,6.25
Fès,2025-01-30 09:00:00,9.08,6.14,83,light rain,5.8
Fès,2025-01-30 12:00:00,10.65,9.6,70,light rain,8.45
Fès,2025-01-30 15:00:00,10.55,9.25,61,light rain,9.04
Fès,2025-01-30 18:00:00,8.58,5.14,75,light rain,6.92
Fès,2025-01-30 21:00:00,8.38,5.35,80,light rain,5.55
Fès,2025-01-31 00:00:00,8.33,5.23,84,light rain,5.69
Fès,2025-01-31 03:00:00,8.02,5.07,88,light rain,5.11
Fès,2025-01-31 06:00:00,6.98,4.31,93,light rain,3.97
Fès,2025-01-31 09:00:00,8.34,6.08,88,light rain,3.77
Fès,2025-01-31 12:00:00,10.62,9.64,73,light rain,3.64
Fès,2025-01-31 15:00:00,11.17,10.09,67,light rain,2.16
Fès,2025-01-31 18:00:00,8.46,7.7,81,light rain,1.68
Fès,2025-01-31 21:00:00,7.45,6.9,80,clear sky,1.37
Fès,2025-02-01 00:00:00,6.6,6.6,80,clear sky,1.33
Fès,2025-02-01 03:00:00,5.92,5.92,79,clear sky,1.14
Fès,2025-02-01 06:00:00,5.46,4.38,78,clear sky,1.57
Fès,2025-02-01 09:00:00,8.5,8.5,67,clear sky,0.29
Fès,2025-02-01 12:00:00,12.61,11.28,52,clear sky,1.34
Agadir,2025-01-27 15:00:00,25.06,24.74,43,clear sky,5.95
Agadir,2025-01-27 18:00:00,23.25,22.81,45,clear sky,5.85
Agadir,2025-01-27 21:00:00,20.09,19.54,53,broken clouds,2.83
Agadir,2025-01-28 00:00:00,15.99,15.37,66,overcast clouds,3.21
Agadir,2025-01-28 03:00:00,14.87,14.19,68,overcast clouds,3.23
Agadir,2025-01-28 06:00:00,13.99,13.43,76,broken clouds,0.64
Agadir,2025-01-28 09:00:00,16.39,15.76,64,few clouds,1.41
Agadir,2025-01-28 12:00:00,19.17,18.63,57,broken clouds,2.92
Agadir,2025-01-28 15:00:00,22.06,21.6,49,few clouds,3.01
Agadir,2025-01-28 18:00:00,18.46,18.08,66,few clouds,4.46
Agadir,2025-01-28 21:00:00,15.71,15.37,78,clear sky,1.97
Agadir,2025-01-29 00:00:00,15.12,14.67,76,few clouds,1.09
Agadir,2025-01-29 03:00:00,15.23,14.82,77,overcast clouds,2.31
Agadir,2025-01-29 06:00:00,14.15,13.68,79,broken clouds,0.91
Agadir,2025-01-29 09:00:00,17.23,16.84,70,clear sky,3.06
Agadir,2025-01-29 12:00:00,19.62,19.13,57,clear sky,3.63
Agadir,2025-01-29 15:00:00,20.32,19.71,50,clear sky,4.04
Agadir,2025-01-29 18:00:00,18.2,17.62,59,clear sky,3.25
Agadir,2025-01-29 21:00:00,14.99,14.24,65,clear sky,1.93
Agadir,2025-01-30 00:00:00,13.4,12.6,69,clear sky,1.48
Agadir,2025-01-30 03:00:00,13.22,12.16,60,few clouds,3.48
Agadir,2025-01-30 06:00:00,12.42,11.26,59,clear sky,2.45
Agadir,2025-01-30 09:00:00,14.23,13.14,55,clear sky,1.32
Agadir,2025-01-30 12:00:00,19.62,18.53,34,clear sky,6.04
Agadir,2025-01-30 15:00:00,21.04,19.85,25,clear sky,11.38
Agadir,2025-01-30 18:00:00,17.43,16.12,34,clear sky,8.07
Agadir,2025-01-30 21:00:00,13.4,11.92,43,clear sky,8.0
Agadir,2025-01-31 00:00:00,11.96,10.46,48,clear sky,3.18
Agadir,2025-01-31 03:00:00,10.76,9.04,44,clear sky,1.1
Agadir,2025-01-31 06:00:00,9.69,9.69,42,clear sky,0.48
Agadir,2025-01-31 09:00:00,12.75,10.92,32,overcast clouds,0.32
Agadir,2025-01-31 12:00:00,15.87,14.45,36,broken clouds,2.62
Agadir,2025-01-31 15:00:00,17.96,16.67,33,broken clouds,2.01
Agadir,2025-01-31 18:00:00,16.72,15.39,36,broken clouds,1.34
Agadir,2025-01-31 21:00:00,13.4,12.0,46,clear sky,4.13
Agadir,2025-02-01 00:00:00,11.98,10.41,45,clear sky,4.4
Agadir,2025-02-01 03:00:00,13.16,11.42,34,clear sky,4.42
Agadir,2025-02-01 06:00:00,13.28,11.37,27,clear sky,2.9
Agadir,2025-02-01 09:00:00,14.93,13.21,28,clear sky,2.09
Agadir,2025-02-01 12:00:00,17.52,16.01,26,clear sky,3.78
Tangier,2025-01-27 15:00:00,15.74,15.98,100,light rain,10.68
Tangier,2025-01-27 18:00:00,16.2,16.38,96,light rain,8.3
Tangier,2025-01-27 21:00:00,15.67,15.62,89,light rain,5.91
Tangier,2025-01-28 00:00:00,14.59,14.17,79,few clouds,4.85
Tangier,2025-01-28 03:00:00,13.82,13.14,72,few clouds,4.07
Tangier,2025-01-28 06:00:00,13.3,12.59,73,clear sky,4.65
Tangier,2025-01-28 09:00:00,15.35,14.74,69,clear sky,8.31
Tangier,2025-01-28 12:00:00,14.55,14.07,77,light rain,8.97
Tangier,2025-01-28 15:00:00,14.42,13.59,64,light rain,6.16
Tangier,2025-01-28 18:00:00,13.06,12.14,66,scattered clouds,2.26
Tangier,2025-01-28 21:00:00,12.25,11.28,67,clear sky,0.98
Tangier,2025-01-29 00:00:00,11.21,10.34,75,clear sky,2.15
Tangier,2025-01-29 03:00:00,11.03,10.2,77,broken clouds,2.39
Tangier,2025-01-29 06:00:00,10.75,9.92,78,broken clouds,3.04
Tangier,2025-01-29 09:00:00,12.23,11.41,73,broken clouds,4.18
Tangier,2025-01-29 12:00:00,15.1,14.28,62,broken clouds,6.69
Tangier,2025-01-29 15:00:00,15.47,14.69,62,overcast clouds,8.21
Tangier,2025-01-29 18:00:00,14.83,14.38,77,light rain,8.87
Tangier,2025-01-29 21:00:00,13.83,13.1,70,light rain,9.34
Tangier,2025-01-30 00:00:00,13.05,12.06,63,light rain,8.42
Tangier,2025-01-30 03:00:00,12.57,11.68,69,light rain,10.91
Tangier,2025-01-30 06:00:00,12.54,11.6,67,light rain,9.76
Tangier,2025-01-30 09:00:00,12.12,11.03,63,light rain,8.77
Tangier,2025-01-30 12:00:00,13.08,11.98,59,light rain,9.74
Tangier,2025-01-30 15:00:00,12.6,11.61,65,light rain,8.79
Tangier,2025-01-30 18:00:00,13.56,12.49,58,light rain,7.53
Tangier,2025-01-30 21:00:00,12.67,11.61,62,broken clouds,5.83
Tangier,2025-01-31 00:00:00,11.59,10.48,64,scattered clouds,5.5
Tangier,2025-01-31 03:00:00,10.58,9.5,69,clear sky,3.56
Tangier,2025-01-31 06:00:00,9.47,8.55,76,clear sky,2.03
Tangier,2025-01-31 09:00:00,10.49,9.45,71,clear sky,1.84
Tangier,2025-01-31 12:00:00,12.94,11.78,57,clear sky,3.02
Tangier,2025-01-31 15:00:00,14.52,13.23,46,clear sky,6.11
Tangier,2025-01-31 18:00:00,12.44,11.28,59,clear sky,4.54
Tangier,2025-01-31 21:00:00,11.2,10.13,67,clear sky,3.25
Tangier,2025-02-01 00:00:00,10.55,9.44,68,clear sky,1.87
Tangier,2025-02-01 03:00:00,9.85,9.44,65,clear sky,1.54
Tangier,2025-02-01 06:00:00,9.24,8.25,62,clear sky,2.07
Tangier,2025-02-01 09:00:00,10.59,9.3,61,clear sky,3.11
Tangier,2025-02-01 12:00:00,13.98,13.0,60,clear sky,4.85
Meknès,2025-01-27 15:00:00,23.18,22.42,33,clear sky,8.04
Meknès,2025-01-27 18:00:00,20.35,19.8,52,scattered clouds,4.14
Meknès,2025-01-27 21:00:00,17.24,16.95,74,light rain,3.3
Meknès,2025-01-28 00:00:00,13.54,13.46,96,light rain,4.3
Meknès,2025-01-28 03:00:00,12.49,12.35,98,light rain,3.09
Meknès,2025-01-28 06:00:00,11.76,11.5,96,light rain,2.81
Meknès,2025-01-28 09:00:00,11.91,11.56,92,overcast clouds,2.51
Meknès,2025-01-28 12:00:00,13.88,13.31,76,light rain,5.11
Meknès,2025-01-28 15:00:00,15.9,14.72,45,few clouds,5.17
Meknès,2025-01-28 18:00:00,10.6,9.65,74,few clouds,2.2
Meknès,2025-01-28 21:00:00,8.37,7.69,96,clear sky,1.59
Meknès,2025-01-29 00:00:00,8.78,8.78,91,scattered clouds,1.04
Meknès,2025-01-29 03:00:00,6.83,6.83,92,few clouds,1.0
Meknès,2025-01-29 06:00:00,6.98,5.68,82,clear sky,1.99
Meknès,2025-01-29 09:00:00,10.96,9.76,63,overcast clouds,0.35
Meknès,2025-01-29 12:00:00,14.19,13.15,57,overcast clouds,4.11
Meknès,2025-01-29 15:00:00,15.11,14.06,53,overcast clouds,6.25
Meknès,2025-01-29 18:00:00,10.58,9.57,72,overcast clouds,3.43
Meknès,2025-01-29 21:00:00,7.32,5.19,92,overcast clouds,3.16
Meknès,2025-01-30 00:00:00,8.8,6.22,84,light rain,4.68
Meknès,2025-01-30 03:00:00,8.64,5.03,88,moderate rain,7.55
Meknès,2025-01-30 06:00:00,7.19,4.0,91,light rain,5.18
Meknès,2025-01-30 09:00:00,7.93,4.52,90,light rain,6.26
Meknès,2025-01-30 12:00:00,9.12,5.49,78,light rain,8.14
Meknès,2025-01-30 15:00:00,9.38,5.98,72,light rain,7.57
Meknès,2025-01-30 18:00:00,8.04,4.54,77,light rain,6.63
Meknès,2025-01-30 21:00:00,7.36,4.53,85,light rain,4.47
Meknès,2025-01-31 00:00:00,7.16,3.78,90,light rain,5.62
Meknès,2025-01-31 03:00:00,6.99,4.2,93,light rain,4.2
Meknès,2025-01-31 06:00:00,6.6,4.28,97,light rain,3.23
Meknès,2025-01-31 09:00:00,7.74,5.2,90,light rain,4.05
Meknès,2025-01-31 12:00:00,9.87,7.3,76,light rain,5.35
Meknès,2025-01-31 15:00:00,10.59,9.51,69,light rain,2.8
Meknès,2025-01-31 18:00:00,7.42,7.42,80,light rain,0.31
Meknès,2025-01-31 21:00:00,5.21,5.21,86,few clouds,0.65
Meknès,2025-02-01 00:00:00,5.08,3.81,85,clear sky,1.68
Meknès,2025-02-01 03:00:00,4.62,2.77,81,clear sky,2.15
Meknès,2025-02-01 06:00:00,4.21,2.14,78,clear sky,2.31
Meknès,2025-02-01 09:00:00,8.1,7.58,66,clear sky,1.42
Meknès,2025-02-01 12:00:00,12.44,11.02,49,clear sky,1.49
Oujda,2025-01-27 15:00:00,23.33,22.14,16,overcast clouds,12.69
Oujda,2025-01-27 18:00:00,21.29,20.21,28,overcast clouds,9.75
Oujda,2025-01-27 21:00:00,18.38,17.63,52,scattered clouds,9.99
Oujda,2025-01-28 00:00:00,14.85,14.37,76,clear sky,8.03
Oujda,2025-01-28 03:00:00,13.12,12.81,89,light rain,3.81
Oujda,2025-01-28 06:00:00,12.48,11.95,83,light rain,2.9
Oujda,2025-01-28 09:00:00,12.09,11.47,81,overcast clouds,2.26
Oujda,2025-01-28 12:00:00,17.21,16.19,46,broken clouds,9.51
Oujda,2025-01-28 15:00:00,15.33,14.09,45,clear sky,12.47
Oujda,2025-01-28 18:00:00,10.35,9.22,68,few clouds,4.85
Oujda,2025-01-28 21:00:00,8.98,8.98,76,scattered clouds,0.48
Oujda,2025-01-29 00:00:00,10.31,9.3,73,broken clouds,1.33
Oujda,2025-01-29 03:00:00,8.54,6.81,82,broken clouds,2.92
Oujda,2025-01-29 06:00:00,8.69,7.39,80,broken clouds,2.34
Oujda,2025-01-29 09:00:00,11.44,10.39,67,broken clouds,4.78
Oujda,2025-01-29 12:00:00,17.04,15.58,30,broken clouds,6.4
Oujda,2025-01-29 15:00:00,17.02,15.48,27,overcast clouds,7.45
Oujda,2025-01-29 18:00:00,12.56,11.07,46,overcast clouds,2.8
Oujda,2025-01-29 21:00:00,10.1,9.02,71,overcast clouds,3.57
Oujda,2025-01-30 00:00:00,10.23,8.95,63,broken clouds,11.18
Oujda,2025-01-30 03:00:00,8.0,4.74,88,moderate rain,5.91
Oujda,2025-01-30 06:00:00,8.14,4.96,78,light rain,5.79
Oujda,2025-01-30 09:00:00,9.36,5.26,59,broken clouds,10.48
Oujda,2025-01-30 12:00:00,10.0,5.86,58,light rain,11.77
Oujda,2025-01-30 15:00:00,10.07,8.65,58,light rain,14.48
Oujda,2025-01-30 18:00:00,7.15,2.22,79,light rain,10.93
Oujda,2025-01-30 21:00:00,7.03,3.03,90,light rain,7.27
Oujda,2025-01-31 00:00:00,7.11,2.16,93,moderate rain,10.95
Oujda,2025-01-31 03:00:00,6.61,2.24,88,moderate rain,8.09
Oujda,2025-01-31 06:00:00,6.09,1.94,89,moderate rain,6.93
Oujda,2025-01-31 09:00:00,7.37,2.89,81,light rain,9.35
Oujda,2025-01-31 12:00:00,8.13,3.67,77,light rain,10.28
Oujda,2025-01-31 15:00:00,7.6,3.58,84,light rain,7.89
Oujda,2025-01-31 18:00:00,7.28,3.13,88,light rain,8.02
Oujda,2025-01-31 21:00:00,7.17,3.07,95,light rain,7.75
Oujda,2025-02-01 00:00:00,6.86,3.1,96,moderate rain,6.42
Oujda,2025-02-01 03:00:00,6.95,2.79,95,moderate rain,7.71
Oujda,2025-02-01 06:00:00,7.62,3.78,97,heavy intensity rain,7.33
Oujda,2025-02-01 09:00:00,8.13,4.54,93,moderate rain,7.0
Oujda,2025-02-01 12:00:00,9.06,6.22,87,light rain,5.52
Kenitra,2025-01-27 15:00:00,20.42,20.5,76,scattered clouds,8.77
Kenitra,2025-01-27 18:00:00,19.75,19.84,79,light rain,7.66
Kenitra,2025-01-27 21:00:00,17.98,18.08,86,light rain,5.36
Kenitra,2025-01-28 00:00:00,16.27,16.22,87,light rain,2.29
Kenitra,2025-01-28 03:00:00,15.77,15.47,79,overcast clouds,2.67
